inETIP,subcategory,company,website,country,code_sig,network_sig,documentation,potential maven page,potential maven repo,potential github
ETIP,,Sync2Ad,sync2ad.com,,com.visiware.sync2ad.dmp,,,,,
ETIP,,Synerise,synerise.com,,com.synerise.sdk,synerise.com,,,,
,Mobile Marketing,Syniverse,syniverse.com,,,,,,,https://github.com/syniverse
,Retail Proximity & IoT Marketing,Synqera,synqera.com,,,,,,,
,Mobile Marketing,Tabatoo,tabatoo.com,,,,,,,https://github.com/tabatoo
ETIP,Native/Content Advertising,Taboola,taboola.com,,com.taboola,,,,,
ETIP,,tabtale,tabtale.com,,com.tabtale,,,,,
ETIP,,Tag Commander,commandersact.com/en,,com.tagcommander.,\.commander1\.com,,,,
ETIP,,TalkingData,talkingdata.com,,com.tendcloud.|com.talkingdata.sdk,,,,,
ETIP,Mobile Marketing,Tamoco,tamoco.com,,com.tamoco,,,,,
,,Tap for Tap,,,,,,,,https://github.com/TapTap
,,Tap2Pay,,,,,,,,https://github.com/Tap2Pay
ETIP,Mobile Marketing,Tapad,tapad.com,,com.tapad,,,,,
,,TapCommerce,tapcommerce.com,USA,,,,,,https://github.com/tapcommerce
ETIP,,Tapdaq (Acquired by Tapjoy),tapdaq.com,,com.tapdaq.sdk,,,,,
,,Tapfortap,tapfortap.com,Canada,,,,,,https://github.com/TapforTap
,Mobile Marketing,TapFwd,tapfwd.com,,,,,,,https://github.com/tapfwd
,,Tapgage,tapgage.net,USA,,,,,,https://github.com/tapgage
ETIP,Mobile Marketing,TapJoy,tapjoy.com,USA,com.tapjoy,,,,,
ETIP,Mobile Marketing,Taplytics,taplytics.com,,com.taplytics.sdk,,,,,
,Mobile Marketing,Tappx,tappx.com,,com.tappx.sdk,,,,,https://github.com/tappx
,,Tapsense,tapsense.com,,com.tapsense,,,,,https://github.com/tapsense
ETIP,Mobile Apps,Tapstream,tapstream.com,,com.tapstream.sdk,,,https://bintray.com/tapstream,,https://github.com/tapstream
,,TapTap Networks,,,,,,https://bintray.com/TapTap,,https://github.com/TapTapNetworks
,Mobile Marketing,Taptica,taptica.com,USA,,,,,,
,,TargetCircle,,,,,,,,https://github.com/TargetCircle
,Mobile Marketing,Tatango,tatango.com,,,,,,,https://github.com/tatango
,Mobile & Web Analytics,Tatvic,tatvic.com,,com.tatvic.lib.,,,,,https://github.com/tatvic
ETIP,Video Advertising,Teads,teads.tv,,tv.teads,,,,,
ETIP,Customer Data Platform,Tealium,tealium.com,,.tealium,,,,,
,Mobile Marketing,Teckst,teckst.com,,,,,,,https://github.com/teckst
ETIP,Display & Programmatic Advertising,Teemo,teemo.co,,com.databerries.|com.geolocstation,,,,,
ETIP,,TeleQuid,telequid.com,,com.telequid,,,,,
,Mobile & Web Analytics,TeleSign,telesign.com,,com.telesign.mobile.,,,,,https://github.com/telesign
ETIP,,Tencent,tencent.com,,com.tencent,,,https://bintray.com/tencent,,https://github.com/tencent
ETIP,,Tencent Map LBS,lbs.qq.com,,com.tencent.lbs,,,,,
ETIP,,Tencent MobWin,tencent.com/en-us,,com.tencent.mobwin,,,,,
ETIP,,Tencent MTA,mta.qq.com,,com.tencent.mta,,,,,
ETIP,,Tencent Stats,stat.qq.com,,com.tencent.stat,,,,,
ETIP,,Tencent Weiyun,weiyun.com,,com.tencent.weiyun|com.weiyun.sdk,,,,,
,Mobile & Web Analytics,Tenjin,tenjin.io,,,,,,,https://github.com/tenjin
,Mobile & Web Analytics,Terapeak,terapeak.com,,,,,,,https://github.com/terapeak
,,Text2Pay,,,,,,,,
,Mobile Marketing,Texting Base,textingbase.com,,,,,,,https://github.com/textingbase
,Mobile Marketing,Textlocal,textlocal.com,,,,,,,https://github.com/textlocal
,Mobile Marketing,TextMagic,textmagic.com,,,,,,,https://github.com/textmagic
,Mobile Marketing,TextMarks,textmarks.com,,,,,,,https://github.com/textmarks
,Mobile Marketing,ThinkGaming,thinkgaming.com,,,,,,,https://github.com/thinkgaming
,Mobile Marketing,Thinknear,thinknear.com,,,,,,,https://github.com/thinknear
,,Thirdpresence,,,,,,https://bintray.com/Thirdpresence,,https://github.com/Thirdpresence
,,ThreatMetrix,threatmetrix.com,,com.threatmetrix,,,,,https://github.com/threatmetrix
,Mobile Marketing,Thumbvista,thumbvista.com,,,,,,,
,Mobile Apps,Thunkable,thunkable.com,,com.thunkable.,,,,,https://github.com/thunkable
,,TIM Group,timgroup.com,,com.timgroup,,,,,https://github.com/timgroup
ETIP,,Tinder Analytics,tinder.com,,com.tinder.analytics|com.tinder.ads,,,,,
,,Tinkoff Digital,madnet.rs,Russia,,,,,,
ETIP,Mobile Marketing,TNK,tnkfactory.com,Korea,com.tnkfactory,,,,,
,,Todacell,todacell.com,Israel,,,,,,
,,TokenAds,tokenads.com,Israel,,,,,,https://github.com/tokenads
,Affiliate Marketing & Management,Tradedoubler,tradedoubler.com,UK,,,,,,https://github.com/tradedoubler
,,TradeMob,trademob.com,Germany,,,,,,https://github.com/trademob
,Customer Data Platform,Treasure Data,treasuredata.com,,com.treasuredata.android.,,,,,https://github.com/treasuredata
,,Tremor Video,tremorvideo.com,USA,com.tremorvideo,,,,,https://github.com/tremorvideo
,Mobile Marketing,TreSensa,tresensa.com,,,,,,,https://github.com/tresensa
,Mobile & Web Analytics,Trialfire,trialfire.com,,,,,,,https://github.com/trialfire
,Mobile Marketing,TrialPay,trialpay.com,USA,com.trialpay,,,,,
,,Triapodi Ltd.,,,,,,,,
ETIP,,Trillbit,trillbit.com,,com.trillbit.,api.trillbit.com,,,,
ETIP,Native/Content Advertising,TripleLift,triplelift.com,,com.triplelift.sdk,,,,,
,,Trophit,trophit.com,Israel,com.trophit.,,,,,https://github.com/trophit
,Mobile Marketing,Trumpia,trumpia.com,,,,,,,https://github.com/trumpia
,Governance Compliance and Privacy,TrustArc,trustarc.com,,,,,,,https://github.com/trustarc
,,Truvie,n/a,,com.truvie,,,,,
,Retail Proximity & IoT Marketing,Tulip,tulip.io,,,,,,,https://github.com/tulip
ETIP,Mobile & Web Analytics,TUNE,tune.com,,com.tune|com.mobileapptracker,,,,,
,,Turn,turn.com,USA,,,,,,https://github.com/turn
ETIP,,Tutucloud,tutucloud.com,,org.lasque.tusdk,tusdk\.com,,,,
,,TV GmbH,,,,,,,,
,Mobile Marketing,Twilio,twilio.com,,com.twilio.,,,https://bintray.com/twilio,,https://github.com/twilio
,,Twinpine,twinpinenetwork.com,Africa – Nigeria,,,,,,
,,Twist Mobile,twistmobile.in,India,,,,,,https://github.com/twistmobile
,Mobile Marketing,TXT180,txt180.com,,,,,,,
,Mobile Marketing,Txtimpact,txtimpact.com,,,,,,,
,Mobile Marketing,TxtSync,txtsync.com,,,,,,,https://github.com/txtsync
ETIP,,Uber Analytics,uber.com,,com.ubercab,,,,,
,Mobile Marketing,UberAds,uberads.com,,,,,,,https://github.com/uberads
,Mobile Marketing,UberMedia,ubermedia.com,USA,com.ubermedia.,,,,,https://github.com/ubermedia
,Mobile Marketing,Ubimo,ubimo.com,,,,,,,https://github.com/ubimo
,,UC Mobile New World,,,,,,,,
ETIP,,Ultimedia,ultimedia.com,,,,,,,
ETIP,,Umeng Analytics,umeng.com,,com.umeng.analytics,,,,,
ETIP,,Umeng Feedback,dev.umeng.com,,com.umeng.fb,,,,,
ETIP,Retail Proximity & IoT Marketing,Unacast,unacast.com,,,,,https://bintray.com/unacast,,https://github.com/unacast
,,Unicume,unicume.com,Russia,,,,,,
,Mobile & Web Analytics,Unify.me,unify.me,,,,,,,https://github.com/unify
ETIP,Mobile Marketing,Unity,unity3d.com,,com.unity3d.services|com.unity3d.ads,unity3d\.com|unity\.com|applifier\.com|applifier\.info,,,,
,,UnkaSoft,unkasoft.com,Spain,,,,,,
,,Unruly Media,unrulymedia.com,USA,,,,,,
,Mobile Marketing,Upland Software,uplandsoftware.com,,,,,,,https://github.com/uplandsoftware
,Retail Proximity & IoT Marketing,Upper Quandrant,upperquadrant.com,,,,,,,
ETIP,Mobile & Web Analytics,Upsight,upsight.com,,com.upsight,,,,,https://github.com/upsight
,Mobile Marketing,Upstream,upstreamsystems.com,,,,,,,https://github.com/upstreamsystems
,Retail Proximity & IoT Marketing,Upstreamcommerce,upstreamcommerce.com,,,,,,,
ETIP,Mobile Marketing,Urban Airship,urbanairship.com,,com.urbanairship,device-api.urbanairship.com|urbanairship.com,,,,
,,Urbanity Media,urbanityadnetwork.com,USA,,,,,,
,,URX,urx.com,USA,,,,,,https://github.com/urx
,Customer Experience Service & Success,Usabilla,usabilla.com,,com.usabilla.sdk,,,https://bintray.com/usabilla,https://dl.bintray.com/usabilla/maven/,https://github.com/usabilla
,CMS & Web Experience Management,Usablenet,usablenet.com,,com.usablenet.android.,,,,,https://github.com/usablenet
,,UserMetrix,,,,,,,,
,Mobile & Web Analytics,UserReplay,userreplay.com,,,,,,,https://github.com/userreplay
,Customer Experience Service & Success,UserVoice,uservoice.com,,com.uservoice.uservoicesdk,,,,,https://github.com/uservoice
ETIP,Mobile Apps,UXCam,uxcam.com,,com.uxcam.,,,,,https://github.com/uxcam
,Mobile Marketing,Valassis,valassis.com,,,,,,,https://github.com/valassis
,Retail Proximity & IoT Marketing,Valassis Digital,valassisdigital.com,,,,,,,
,Audience/Marketing Data & Data Enhancement,Validity,validity.com,,com.validity.fingerprint.,,,,,https://github.com/validity
,Mobile & Web Analytics,Vantage,gotvantage.com,,,,,,,
,,Vdopia,vdopia.com,USA,com.vdopia,,,,,https://github.com/vdopia
ETIP,,Vectaury,vectaury.io,,io.vectaury.android.sdk,,,,,
ETIP,,Veloxity,veloxity.net,,net.veloxity,,,,,
,Mobile Marketing,Velti,velti.com,USA,,,,,,https://github.com/velti
,Retail Proximity & IoT Marketing,Vend,vendhq.com,,,,,,,
,,Venzi Media,,,,,,,,https://github.com/venzi
,Mobile & Web Analytics,Versium,versium.com,,,,,,,
,Mobile & Web Analytics,Verto App Watch,vertoanalytics.com,,,,,,,https://github.com/vertoanalytics
ETIP,Mobile Marketing,Verve,verve.com,,,,,,,
,,Verve Mobile,vervemobile.com,USA,com.vervewireless.advert,,,,,
,,VESSEL,,,,,,,,https://github.com/VESSEL
,Mobile Marketing,Vibes,vibes.com,,,,,,,https://github.com/vibes
,Video Marketing,Vimeo,vimeo.com,,com.vimeo.android.analytics.,,,https://bintray.com/vimeo,https://dl.bintray.com/vimeo/maven/,https://github.com/vimeo
,Mobile Marketing,Vistar Media,vistarmedia.com,,,,,,,https://github.com/vistarmedia
,Mobile & Web Analytics,Visual IQ,visualiq.com,,,,,,,https://github.com/visualiq
,Retail Proximity & IoT Marketing,VL OMNI,virtuallogistics.ca,,,,,,,https://github.com/virtuallogistics
,,Volo Media,,,,,,,,
,Mobile & Web Analytics,Voluum,voluum.com,,,,,,,https://github.com/voluum
,,Vpon,,,com.vpon,,,https://bintray.com/Vpon,,https://github.com/Vpon
,DMP,Vserv,vserv.com,India,,,,,,https://github.com/vserv
ETIP,Video Advertising,Vungle,vungle.com,USA,com.vungle.sdk,,,,,
,Optimization Personalization & Testing,VWO,vwo.com,,com.vwo.mobile.,,,,,https://github.com/vwo
,Retail Proximity & IoT Marketing,Walkbase,walkbase.com,,,,,,,https://github.com/walkbase
ETIP,,WalkMe/Abbi.io,walkme.com,,,,,,,
,,WAPSTART,,,com.waps,,,,,https://github.com/WAPSTART
,,WaveX,,,,,,,,https://github.com/WaveX
,,WebAds,webads.co.uk,UK,,,,,,https://github.com/webads
,,Webmoblink,webmoblink.com,Latin America,,,,,,
ETIP,Display & Programmatic Advertising,Weborama,weborama.com,France,com.weborama,,,,,
,Mobile & Web Analytics,Websays,websays.com,,,,,,,https://github.com/websays
ETIP,Business/Customer Intelligence & Data Science,Webtrekk,webtrekk.com,,com.webtrekk,,,https://bintray.com/webtrekk,https://dl.bintray.com/webtrekk/maven/,https://github.com/webtrekk
ETIP,Mobile & Web Analytics,Webtrends,webtrends.com,,com.webtrends.mobile.analytics.|com.webtrends.mobile.android,,,,,
ETIP,,WeChat Location,wechat.com,,com.tencent.map.geolocation|com.tencent.mm.plugin.location.|com.tencent.mm.plugin.location_soso.|com.tencent.mm.plugin.location_google,map\.qq\.com,,,,
,Mobile & Web Analytics,Weelytics,weelytics.com,,,,,,,
ETIP,Mobile Marketing,Widespace,widespace.com,Sweden,com.widespace.,,,,,
,Display & Programmatic Advertising,wikia,wikia.com,,com.wikia.,,,,,https://github.com/wikia
,,Wildfire Analytics,,,,,,,,
,Ecommerce Marketing,Wix,wix.com,,com.wix.,,,https://bintray.com/wix,,https://github.com/wix
,Mobile Marketing,WompMobile,wompmobile.com,,,,,,,https://github.com/wompmobile
ETIP,Mobile Marketing,WonderPush,wonderpush.com,,com.wonderpush.sdk,,,https://bintray.com/wonderpush,https://dl.bintray.com/wonderpush/maven/,https://github.com/wonderpush
,DAM & MRM,Woodwing Software,woodwing.com,,com.woodwing.,,,,,https://github.com/woodwing
,Mobile & Web Analytics,Woopra,woopra.com,,,,,,,https://github.com/woopra
ETIP,,Wootric,wootric.com,,com.wootric.androidsdk.,wootric.com|.wootric.com.herokudns.com,,,,
,,WPP,,,,,,,,https://github.com/WPP
,Mobile & Web Analytics,Wundermailing,wundermailing.com,,,,,,,
,Mobile Apps,Xamarin,xamarin.com,,com.xamarin.forms.,,,,,https://github.com/xamarin
,,Xapads,xapads.com,India,,,,,,
,,Xaxsis,,,,,,,,
ETIP,,Xiti,xiti.com,,,,,,,
ETIP,,Yandex Ad,yandex.com,,com.yandex.mobile.ads,,,,,
,,Ybrant Digital,ybrantdigital.com,India,,,,,,https://github.com/ybrantdigital
,,YDigital Media,ydigitalmedia.com,Portugal,,,,,,https://github.com/ydigitalmedia
,Native/Content Advertising,YeahMobi,yeahmobi.com,China,,,,,,https://github.com/yeahmobi
,Search & Social Advertising,Yelp,yelp.com,,com.yelp.android.analytics.,,,https://bintray.com/yelp,,https://github.com/yelp
ETIP,,Yext,yext.com,,com.yext.locationsdk.,,,,,
,Mobile Marketing,Yieldmo,yieldmo.com,USA,com.yieldmo.sdk,,,https://bintray.com/yieldmo,,https://github.com/yieldmo
ETIP,,Yinzcam Sobek,yinzcam.com,,com.yinzcam.sobek,analytics.yinzcam.com,,,,
ETIP,,YOC,yoc.com,,com.yoc.sdk.,yoc.com|yoc-performance.com,,,,
,Mobile Marketing,YOOSE,yoose.com,,,,,,,https://github.com/yoose
ETIP,Mobile Marketing,YouAppi,youappi.com,,com.youappi.sdk,,,,,
ETIP,,Youmi,youmi.net,,net.youmi,au\.youmi\.net|aos\.wall\.youmi\.net|youmi\.net,,,,
,Video Advertising,YuMe,yume.com,USA,com.yume,,,,,https://github.com/yume
,Mobile Marketing,Zaius,zaius.com,,,,,,,https://github.com/zaius
ETIP,,Zapr,zapr.in,,com.redbricklane.zapr,.zapr.in,,,,
,Customer Experience Service & Success,Zendesk,zendesk.com,,com.zendesk.sdk,,,,,https://github.com/zendesk
ETIP,,Zucks,zucks.co.jp,,net.zucks.,zucks.net,,,,
,Native/Content Advertising,Zumobi,zumobi.com,,com.zumobi.,,,https://bintray.com/zumobi,,https://github.com/zumobi/zbim-sdk-android
